Year	Nest	Nest_Date	S+W_Vegetation	Clutch_Size	Nest_Predation	Nest_Survival	Live_Hatchlings
1998	1998069	<156	114.4	-999.9	0	1	11
1998	1998070	<156	146.6	-999.9	0	1	11
1998	1998071	<156	17.7	-999.9	0	1	11
1998	1998072	<156	12.5	-999.9	0	1	9
1998	1998073	<158	77.0	-999.9	1	0	0
1998	1998074	<158	42.6	-999.9	0	1	10
1998	1998075	<158	95.7	-999.9	1	0	0
1998	1998076	<158	47.8	-999.9	0	1	7
1998	1998077	<158	69.7	-999.9	0	1	4
1998	1998078	<158	132.1	-999.9	1	0	0
1998	1998079	<158	101.9	-999.9	1	0	0
1998	1998080	<158	166.4	-999.9	1	0	0
1998	1998081	<158	86.3	-999.9	1	0	0
1998	1998082	161	29.1	8	0	1	8
1998	1998083	<161	78.0	-999.9	0	1	4
1998	1998084	<161	75.9	-999.9	0	1	7
1998	1998085	<161	113.4	-999.9	0	1	13
1998	1998086	<161	115.4	-999.9	0	1	9
1998	1998087	161	59.3	9	1	0	0
1998	1998088	161	47.8	14	1	0	0
1998	1998089	161	100.9	12	0	1	9
1998	1998090	162	74.9	12	0	1	11
1998	1998091	162	108.2	12	1	0	0
1998	1998092	<163	101.9	-999.9	0	1	10
1998	1998093	163	93.6	13	0	1	10
1998	1998094	164	129.0	9	0	1	8
1998	1998095	164	42.6	16	0	1	16
1998	1998096	164	39.5	-999.9	1	0	0
1998	1998097	165	38.5	13	0	1	12
1998	1998098	165	48.9	13	0	1	11
1998	1998099	165	99.8	9	0	1	2
1998	1998100	165	125.8	14	0	1	11
1998	1998101	165	65.5	11	1	0	0
1998	1998102	165	109.2	-999.9	1	0	0
1998	1998103	166	59.3	16	0	1	14
1998	1998104	166	78.0	8	1	0	0
1998	1998105	166	39.5	12	0	1	9
1998	1998106	165	58.2	11	0	1	9
1998	1998107	166	116.5	11	0	1	8
1998	1998108	166	15.6	13	0	1	12
1998	1998109	167	88.4	9	0	1	8
1998	1998110	167	151.8	12	0	1	11
1998	1998113	167	85.3	8	0	1	8
1998	1998116	167	110.2	14	0	1	13
1998	1998117	167	19.8	11	1	0	0
1998	1998118	167	31.2	13	0	1	13
1998	1998120	167	35.4	11	0	1	11
1998	1998121	167	63.4	15	0	0	0
1998	1998122	167	153.9	12	0	1	12
1998	1998123	168	65.5	12	0	1	10
1998	1998124	<168	37.4	-999.9	0	1	8
1998	1998125	168	26.0	10	0	0	0
1998	1998126	168	121.7	15	0	1	13
1998	1998127	168	54.1	-999.9	0	1	8
1998	1998128	<168	5.2	-999.9	1	0	0
1998	1998129	168	108.2	9	1	0	0
1998	1998130	169	77.0	7	0	1	6
1998	1998131	169	95.7	13	0	1	13
1998	1998132	169	45.8	10	0	1	10
1998	1998134	169	153.9	10	0	1	4
1998	1998135	169	9.4	9	0	1	9
1998	1998137	169	1.0	-999.9	1	0	0
1998	1998138	169	46.8	12	0	1	10
1998	1998139	170	62.4	11	0	1	8
1998	1998142	147	69.7	-999.9	1	0	0
1998	1998143	170	97.8	6	0	1	5
1998	1998144	171	101.9	11	1	0	0
1998	1998145	171	66.6	12	0	1	12
1998	1998146	171	40.6	9	0	1	8
1998	1998148	172	69.7	12	0	1	12
1998	1998149	172	83.2	17	1	0	0
1998	1998150	<172	5.2	-999.9	1	0	0
1998	1998151	172	4.2	15	1	0	0
1998	1998152	173	58.2	11	0	1	10
1998	1998153	<173	44.7	-999.9	1	0	0
1998	1998155	174	95.7	11	0	1	10
1998	1998156	174	35.4	8	0	1	8
1998	1998158	175	148.7	13	0	1	13
1998	1998159	175	37.4	12	1	0	0
1998	1998161	175	23.9	10	0	1	3
1998	1998162	175	90.5	10	1	0	0
1998	1998163	175	21.8	9	0	1	9
1998	1998164	175	81.1	13	0	1	13
1998	1998165	175	64.5	12	1	0	0
1998	1998166	176	31.2	11	1	0	0
1998	1998167	176	79.0	10	0	1	8
1998	1998168	176	71.8	12	0	1	12
1998	1998169	177	93.6	12	1	0	0
1998	1998170	177	84.2	9	1	0	0
1998	1998171	177	145.6	13	1	0	0
1998	1998172	178	159.1	7	0	1	3
1998	1998173	178	82.2	3	1	0	0
1998	1998174	178	70.7	8	0	1	7
1998	1998175	178	103.0	9	0	1	9
1998	1998176	178	100.9	-999.9	1	0	0
1998	1998177	178	47.8	10	1	0	0
1998	1998178	178	31.2	12	0	1	12
1998	1998179	178	14.6	14	0	1	4
1998	1998180	179	74.9	9	1	0	0
1998	1998181	179	39.5	7	1	0	0
1998	1998182	179	119.6	8	0	1	8
1998	1998183	179	93.6	9	1	0	0
1998	1998184	179	47.8	7	1	0	0
1998	1998185	179	58.2	9	0	1	7
1998	1998186	179	113.4	9	0	1	9
1998	1998187	179	85.3	9	1	0	0
1998	1998188	179	113.4	11	1	0	0
1998	1998189	180	34.3	8	1	0	0
1998	1998190	180	6.2	11	1	0	0
1998	1998191	180	94.6	11	1	0	0
1998	1998192	180	63.4	13	1	0	0
1998	1998193	180	169.5	7	1	0	0
1998	1998194	181	106.1	10	0	1	9
1998	1998195	182	125.8	10	1	0	0
1998	1998196	182	58.2	14	0	1	10
1998	1998197	182	82.2	7	1	0	0
1998	1998198	182	80.1	10	0	1	10
1998	1998199	182	110.2	13	1	0	0
1998	1998200	183	130.0	7	0	1	7
1999	1999001	146	149.8	12	1	0	0
1999	1999002	147	132.1	13	1	0	0
1999	1999003	147	73.8	11	1	0	0
1999	1999004	147	58.2	10	0	1	10
1999	1999005	147	126.9	11	1	0	0
1999	1999006	147	94.6	11	0	1	4
1999	1999007	148	152.9	11	1	0	0
1999	1999008	148	80.1	16	1	0	0
1999	1999009	148	135.2	10	1	0	0
1999	1999010	148	183.0	12	1	0	0
1999	1999011	148	48.9	11	0	1	11
1999	1999012	148	167.4	11	0	1	6
1999	1999013	148	125.8	-999.9	1	0	0
1999	1999014	149	197.6	14	1	0	0
1999	1999015	149	138.3	10	1	0	0
1999	1999016	149	54.1	10	0	1	4
1999	1999017	149	43.7	12	1	0	0
1999	1999018	150	9.4	9	0	1	4
1999	1999019	150	35.4	11	1	0	0
1999	1999020	150	118.6	10	1	0	0
1999	1999021	150	179.9	12	0	1	10
1999	1999022	150	141.4	12	0	1	6
1999	1999023	150	171.6	12	1	0	0
1999	1999024	150	122.7	10	1	0	0
1999	1999025	150	104.0	12	1	0	0
1999	1999026	150	114.4	12	1	0	0
1999	1999027	150	66.6	12	1	0	0
1999	1999028	150	176.8	13	1	0	0
1999	1999029	150	77.0	-999.9	1	0	0
1999	1999030	151	116.5	-999.9	0	1	4
1999	1999031	151	152.9	11	1	0	0
1999	1999032	151	153.9	9	0	1	4
1999	1999033	-1000	-999.9	-999.9	0	1	9
1999	1999034	151	94.6	11	0	1	10
1999	1999035	151	59.3	12	1	0	0
1999	1999036	151	87.4	10	1	0	0
1999	1999037	151	27.0	-999.9	1	0	0
1999	1999038	151	72.8	-999.9	1	0	0
1999	1999039	151	55.1	-999.9	1	0	0
1999	1999040	150	129.0	-999.9	0	1	7
1999	1999041	151	151.8	7	1	0	0
1999	1999042	151	38.5	13	0	1	1
1999	1999043	151	63.4	-999.9	1	0	0
1999	1999044	151	75.9	13	1	0	0
1999	1999045	151	57.2	9	1	0	0
1999	1999046	151	70.7	13	1	0	0
1999	1999047	151	127.9	11	1	0	0
1999	1999048	151	90.5	10	1	0	0
1999	1999049	151	79.0	-999.9	1	0	0
1999	1999050	151	109.2	12	1	0	0
1999	1999051	151	181.0	11	1	0	0
1999	1999052	151	4.2	13	1	0	0
1999	1999053	151	114.4	11	0	1	1
1999	1999054	151	106.1	9	1	0	0
1999	1999055	151	72.8	7	0	1	5
1999	1999056	151	165.4	-999.9	1	0	0
1999	1999059	151	115.4	15	1	0	0
1999	1999060	151	81.1	15	1	0	0
1999	1999061	151	120.6	10	1	0	0
1999	1999062	151	19.8	11	1	0	0
1999	1999063	151	69.7	12	1	0	0
1999	1999064	151	48.9	12	0	1	3
1999	1999065	151	165.4	-999.9	1	0	0
1999	1999066	151	186.2	-999.9	1	0	0
1999	1999067	152	160.2	11	1	0	0
1999	1999068	152	135.2	11	1	0	0
1999	1999069	152	69.7	12	1	0	0
1999	1999070	152	151.8	11	1	0	0
1999	1999071	152	31.2	14	1	0	0
1999	1999072	153	60.3	11	1	0	0
1999	1999073	153	40.6	11	0	1	9
1999	1999074	153	10.4	10	1	0	0
1999	1999075	153	32.2	13	0	0	0
1999	1999076	154	88.4	10	1	0	0
1999	1999077	156	163.3	8	1	0	0
1999	1999078	156	132.1	-999.9	1	0	0
1999	1999079	156	110.2	11	1	0	0
1999	1999080	156	64.5	10	1	0	0
1999	1999081	156	99.8	7	1	0	0
1999	1999082	156	155.0	12	1	0	0
1999	1999083	156	57.2	11	1	0	0
1999	1999084	156	70.7	12	1	0	0
1999	1999085	156	88.4	11	1	0	0
1999	1999086	156	78.0	8	1	0	0
1999	1999087	157	172.6	8	1	0	0
1999	1999088	157	107.1	13	1	0	0
1999	1999089	157	122.7	11	0	1	10
1999	1999091	157	118.6	17	1	0	0
1999	1999092	157	49.9	10	1	0	0
1999	1999093	158	84.2	10	1	0	0
1999	1999094	158	109.2	13	1	0	0
1999	1999095	160	148.7	12	1	0	0
1999	1999096	160	116.5	11	1	0	0
1999	1999097	160	96.7	8	1	0	0
1999	1999098	161	56.2	12	1	0	0
1999	1999099	161	95.7	-999.9	1	0	0
1999	1999100	161	112.3	12	1	0	0
1999	1999101	161	64.5	17	1	0	0
1999	1999102	161	118.6	12	0	1	7
1999	1999103	161	40.6	11	0	1	8
1999	1999104	161	47.8	8	1	0	0
1999	1999105	161	141.4	9	1	0	0
1999	1999106	161	192.4	9	1	0	0
1999	1999107	161	166.4	12	0	1	10
1999	1999108	162	47.8	-999.9	1	0	0
1999	1999109	162	167.4	14	1	0	0
1999	1999110	162	155.0	9	1	0	0
1999	1999111	162	95.7	11	1	0	0
1999	1999112	162	75.9	8	1	0	0
1999	1999113	162-163	137.3	17	1	0	0
1999	1999114	163	81.1	13	0	1	10
1999	1999115	164	27.0	11	1	0	0
1999	1999116	165	82.2	9	1	0	0
1999	1999117	165	104.0	10	1	0	0
1999	1999118	<167	124.8	-999.9	1	0	0
1999	1999119	<167	99.8	-999.9	1	0	0
1999	1999120	<167	164.3	-999.9	1	0	0
1999	1999121	<167	48.9	-999.9	0	1	10
1999	1999122	<167	74.9	-999.9	1	0	0
1999	1999123	<167	46.8	-999.9	1	0	0
1999	1999124	<167	125.8	-999.9	0	1	5
1999	1999125	<167	35.4	-999.9	1	0	0
1999	1999126	<167	108.2	-999.9	1	0	0
1999	1999127	<167	136.2	-999.9	1	0	0
1999	1999128	<167	91.5	-999.9	1	0	0
1999	1999129	<167	93.6	-999.9	1	0	0
1999	1999130	167	28.1	12	1	0	0
1999	1999131	168	63.4	12	1	0	0
1999	1999132	168	37.4	11	1	0	0
1999	1999133	169	177.8	12	1	0	0
1999	1999134	169	104.0	10	1	0	0
1999	1999135	171	176.8	11	1	0	0
1999	1999136	171	194.5	13	1	0	0
1999	1999137	171	123.8	5	1	0	0
1999	1999138	171	73.8	12	1	0	0
1999	1999139	171	116.5	14	1	0	0
1999	1999140	171	112.3	13	0	1	13
1999	1999141	172	37.4	10	1	0	0
1999	1999142	172	96.7	12	1	0	0
1999	1999143	172	111.3	12	1	0	0
1999	1999144	172	72.8	7	0	1	5
1999	1999145	172	68.6	11	1	0	0
1999	1999146	172	94.6	9	1	0	0
1999	1999147	172	84.2	13	1	0	0
1999	1999148	172	169.5	12	1	0	0
1999	1999149	172	52.0	8	0	1	4
1999	1999150	172	171.6	13	1	0	0
1999	1999151	172	138.3	13	0	1	9
1999	1999152	172	148.7	12	1	0	0
1999	1999153	173	115.4	11	1	0	0
1999	1999154	173	34.3	10	1	0	0
1999	1999155	173	127.9	11	1	0	0
1999	1999156	174	147.7	11	0	1	11
1999	1999157	174	90.5	13	0	0	0
1999	1999158	174	94.6	10	1	0	0
1999	1999159	174	101.9	10	0	1	10
1999	1999160	174	131.0	14	0	1	14
1999	1999161	174	89.4	9	0	1	5
1999	1999162	174	148.7	10	1	0	0
1999	1999163	174	118.6	12	1	0	0
1999	1999164	174	140.4	9	1	0	0
1999	1999165	174	174.7	-999.9	1	0	0
1999	1999166	174	101.9	13	1	0	0
1999	1999167	174	17.7	8	1	0	0
1999	1999168	174	117.5	12	1	0	0
1999	1999169	175	33.3	8	0	1	6
1999	1999170	175	158.1	14	0	1	9
1999	1999171	175	106.1	11	0	1	5
1999	1999172	175	137.3	8	1	0	0
1999	1999173	176	95.7	9	1	0	0
1999	1999174	176	98.8	-999.9	1	0	0
1999	1999175	176	67.6	9	1	0	0
1999	1999176	178	100.9	-999.9	1	0	0
1999	1999177	<176	135.2	-999.9	1	0	0
1999	1999178	<176	132.1	-999.9	0	1	11
1999	1999179	<176	89.4	-999.9	1	0	0
1999	1999180	<176	122.7	-999.9	1	0	0
1999	1999181	<176	167.4	-999.9	1	0	0
1999	1999182	<176	117.5	-999.9	0	1	11
1999	1999183	<176	8.3	-999.9	1	0	0
1999	1999184	<176	59.3	-999.9	1	0	0
1999	1999185	179	45.8	12	1	0	0
1999	1999186	178	55.1	8	1	0	0
1999	1999187	<178	113.4	-999.9	1	0	0
1999	1999188	178	17.7	9	1	0	0
1999	1999189	178	185.1	9	1	0	0
1999	1999190	<178	181.0	-999.9	0	1	11
1999	1999191	174	38.5	-999.9	0	1	4
1999	1999192	179	74.9	11	0	1	11
1999	1999193	179	113.4	-999.9	0	1	9
1999	1999194	179	69.7	11	1	0	0
1999	1999195	<178	83.2	-999.9	1	0	0
1999	1999196	179	168.5	-999.9	0	1	7
1999	1999197	178	161.2	-999.9	1	0	0
1999	1999198	179	78.0	-999.9	0	1	11
1999	1999199	179	195.5	-999.9	0	1	10
1999	1999200	179	92.6	9	0	1	9
1999	1999201	179	107.1	10	1	0	0
1999	1999202	179	12.5	13	1	0	0
1999	1999203	179	29.1	8	1	0	0
1999	1999204	180	6.2	13	1	0	0
1999	1999205	180	94.6	11	1	0	0
1999	1999206	<180	34.3	-999.9	1	0	0
1999	1999207	181	34.3	12	0	1	12
1999	1999208	181	55.1	8	1	0	0
1999	1999209	181	82.2	11	0	1	10
1999	1999210	181	53.0	10	1	0	0
1999	1999211	181	-999.9	10	0	1	3
1999	1999212	182	123.8	9	0	1	7
1999	1999213	182	10.4	8	0	1	8
2000	2000001	138	109.2	9	0	1	9
2000	2000002	143	105.0	12	0	1	1
2000	2000003	143	109.2	11	0	1	11
2000	2000004	143	56.2	9	0	1	9
2000	2000005	144	129.0	13	0	1	13
2000	2000006	144	51.0	13	1	0	0
2000	2000007	145	192.4	9	0	1	7
2000	2000008	145	104.0	12	0	1	9
2000	2000009	145	98.8	11	0	1	11
2000	2000010	145	27.0	11	0	1	2
2000	2000011	147	64.5	11	0	0	0
2000	2000012	150	168.5	14	1	0	0
2000	2000013	150	81.1	11	0	1	7
2000	2000014	151	175.8	9	0	1	8
2000	2000015	151	82.2	12	1	0	0
2000	2000016	151	41.6	11	0	1	10
2000	2000017	151	97.8	9	0	1	6
2000	2000018	151	56.2	11	0	1	10
2000	2000019	151	117.5	9	0	1	9
2000	2000020	151	81.1	8	0	1	7
2000	2000023	151	70.7	14	0	0	0
2000	2000024	151	89.4	10	0	1	3
2000	2000025	151	58.2	11	0	1	4
2000	2000030	152	89.4	11	1	0	0
2000	2000031	152	53.0	10	0	1	4
2000	2000032	152	51.0	6	0	1	7
2000	2000033	-999.9	28.1	13	0	1	12
2000	2000034	153	122.7	11	0	1	11
2000	2000035	153	82.2	12	1	0	0
2000	2000036	153	93.6	12	0	0	0
2000	2000037	153	126.9	10	0	1	10
2000	2000039	153	121.7	8	0	0	0
2000	2000040	153	81.1	9	0	1	1
2000	2000041	153	169.5	10	0	1	10
2000	2000042	153	161.2	11	0	1	9
2000	2000043	154	79.0	7	1	0	0
2000	2000044	153	40.6	-999.9	0	1	4
2000	2000045	153	153.9	-999.9	0	1	5
2000	2000046	154	0.0	-999.9	1	0	0
2000	2000047	154	114.4	-999.9	0	1	11
2000	2000048	158	131.0	12	1	0	0
2000	2000049	159	104.0	-999.9	1	0	0
2000	2000050	160	73.8	8	0	1	6
2000	2000051	160	82.2	8	0	1	5
2000	2000052	160	72.8	11	0	1	5
2000	2000053	-999.9	110.2	-999.9	0	1	8
2000	2000054	160	60.3	10	0	1	10
2000	2000055	160	74.9	10	1	0	0
2000	2000056	160	81.1	10	0	1	1
2000	2000057	160	98.8	13	1	0	0
2000	2000058	160	152.9	12	1	0	0
2000	2000059	161	162.2	13	1	0	0
2000	2000060	<161	92.6	-999.9	1	0	0
2000	2000061	161	151.8	9	1	0	0
2000	2000062	161	110.2	-999.9	0	1	7
2000	2000063	160	72.8	-999.9	0	1	10
2000	2000064	160	90.5	-999.9	0	1	2
2000	2000066	161	55.1	14	0	1	2
2000	2000067	161	55.1	11	0	0	0
2000	2000068	161	98.8	11	1	0	0
2000	2000069	162	105.0	9	1	0	0
2000	2000070	162	0.0	9	1	0	0
2000	2000071	162	168.5	9	0	1	9
2000	2000072	162	37.4	12	0	1	6
2000	2000073	162	88.4	-999.9	1	0	0
2000	2000074	162	132.1	9	1	0	0
2000	2000075	162	125.8	11	1	0	0
2000	2000076	162	145.6	9	1	0	0
2000	2000077	162	129.0	10	0	1	8
2000	2000078	162	120.6	10	1	0	0
2000	2000079	163	73.8	12	0	1	10
2000	2000080	163	81.1	14	0	1	12
2000	2000082	163	51.0	-999.9	1	0	0
2000	2000083	163	80.1	11	0	1	4
2000	2000084	163	26.0	7	0	1	3
2000	2000085	163	79.0	7	1	0	0
2000	2000086	163	9.4	-999.9	0	1	2
2000	2000087	164	39.5	-999.9	0	1	9
2000	2000088	164	35.4	-999.9	0	1	5
2000	2000089	165	82.2	9	0	1	9
2000	2000090	167	107.1	-999.9	1	0	0
2000	2000091	167	172.6	7	1	0	0
2000	2000092	167	139.4	11	0	1	11
2000	2000093	168	13.5	16	1	0	0
2000	2000094	168	73.8	11	1	0	0
2000	2000095	168	113.4	-999.9	1	0	0
2000	2000097	168	125.8	8	1	0	0
2000	2000098	170	109.2	-999.9	1	0	0
2000	2000099	170	101.9	10	0	1	9
2000	2000100	170	85.3	-999.9	1	0	0
2000	2000101	170	61.4	-999.9	1	0	0
2000	2000102	170	114.4	10	1	0	0
2000	2000103	170	134.2	-999.9	1	0	0
2000	2000104	171	86.3	12	1	0	0
2000	2000105	171	72.8	-999.9	1	0	0
2000	2000106	171	69.7	10	1	0	0
2000	2000107	171	58.2	10	1	0	0
2000	2000108	171	157.0	12	1	0	0
2000	2000109	171	67.6	9	1	0	0
2000	2000110	171	98.8	-999.9	1	0	0
2000	2000111	171	73.8	-999.9	1	0	0
2000	2000112	171	74.9	-999.9	1	0	0
2000	2000113	171	72.8	8	0	1	5
2000	2000114	171	101.9	-999.9	1	0	0
2000	2000115	171	55.1	14	0	1	13
2000	2000116	171	120.6	7	0	1	2
2000	2000117	171	89.4	-999.9	1	0	0
2000	2000118	171	129.0	10	1	0	0
2000	2000119	171	67.6	10	0	1	3
2000	2000120	171	85.3	-999.9	1	0	0
2000	2000121	172	69.7	10	0	1	8
2000	2000122	172	93.6	6	0	0	0
2000	2000123	172	87.4	10	1	0	0
2000	2000124	172	176.8	12	1	0	0
2000	2000125	172	137.3	10	1	0	0
2000	2000126	173	73.8	10	1	0	0
2000	2000127	173	117.5	10	1	0	0
2000	2000128	173	126.9	9	1	0	0
2000	2000129	173	83.2	11	1	0	0
2000	2000130	173	133.1	9	1	0	0
2000	2000131	173	115.4	11	1	0	0
2000	2000132	173	13.5	13	1	0	0
2000	2000133	173	113.4	8	1	0	0
2000	2000134	<174	130.0	-999.9	1	0	0
2000	2000135	<174	92.6	-999.9	1	0	0
2000	2000136	<174	125.8	-999.9	1	0	0
2000	2000137	174	115.4	11	1	0	0
2000	2000138	<174	96.7	-999.9	0	1	11
2000	2000139	175	74.9	9	1	0	0
2000	2000140	175	67.6	9	0	1	5
2000	2000141	175	69.7	9	1	0	0
2000	2000142	175	160.2	12	1	0	0
2000	2000143	175	138.3	13	1	0	0
2000	2000144	175	46.8	8	1	0	0
2000	2000145	175	135.2	10	1	0	0
2000	2000146	175	153.9	10	1	0	0
2000	2000147	175	66.6	9	1	0	0
2000	2000148	175	96.7	12	1	0	0
2000	2000149	177	47.8	8	1	0	0
2000	2000150	177	157.0	9	1	0	0
2000	2000151	177	97.8	9	1	0	0
2000	2000152	177	167.4	14	1	0	0
2000	2000153	177	107.1	8	1	0	0
2000	2000154	177	73.8	11	1	0	0
2000	2000155	177	80.1	13	1	0	0
2000	2000156	178	89.4	11	1	0	0
2000	2000157	178	63.4	9	1	0	0
2000	2000158	178	32.2	13	1	0	0
2000	2000159	178	141.4	12	1	0	0
2000	2000160	178	40.6	8	1	0	0
2000	2000161	178	152.9	13	1	0	0
2000	2000162	178	37.4	-999.9	1	0	0
2000	2000163	178	62.4	11	1	0	0
2000	2000164	178	10.4	-999.9	1	0	0
2000	2000165	178	117.5	8	1	0	0
2000	2000166	179	0.0	12	1	0	0
2000	2000167	179	68.6	-999.9	1	0	0
2000	2000168	181	101.9	-999.9	1	0	0
2000	2000169	181	11.4	10	1	0	0
2001	2001001	158	123.8	10	1	0	0
2001	2001002	159	108.2	11	1	0	0
2001	2001003	159	59.3	8	1	0	0
2001	2001004	159	94.6	10	1	0	0
2001	2001005	<156	39.5	-999.9	1	0	0
2001	2001006	159	77.0	7	1	0	0
2001	2001007	159	52.0	7	1	0	0
2001	2001008	159	139.4	7	1	0	0
2001	2001009	159	73.8	11	1	0	0
2001	2001010	159	40.6	14	1	0	0
2001	2001011	159	75.9	11	1	0	0
2001	2001012	159	79.0	10	1	0	0
2001	2001013	159	63.4	15	1	0	0
2001	2001014	159	48.9	10	1	0	0
2001	2001015	159	78.0	15	1	0	0
2001	2001016	159	30.2	10	1	0	0
2001	2001017	160	91.5	11	1	0	0
2001	2001018	159	0.0	-999.9	1	0	0
2001	2001019	160	71.8	11	1	0	0
2001	2001020	160	45.8	12	1	0	0
2001	2001021	160	100.9	13	1	0	0
2001	2001022	160	6.2	11	1	0	0
2001	2001023	160	71.8	14	1	0	0
2001	2001024	160	22.9	-999.9	1	0	0
2001	2001025	160	150.8	12	1	0	0
2001	2001026	160	27.0	12	1	0	0
2001	2001027	160	51.0	9	0	1	6
2001	2001028	160	78.0	11	1	0	0
2001	2001029	160	46.8	13	1	0	0
2001	2001030	160	101.9	10	1	0	0
2001	2001031	160	51.0	11	1	0	0
2001	2001032	160	82.2	5	1	0	0
2001	2001033	160	95.7	10	0	1	8
2001	2001034	160	169.5	11	1	0	0
2001	2001035	160	14.6	12	1	0	0
2001	2001036	160	106.1	8	1	0	0
2001	2001037	160	26.0	10	1	0	0
2001	2001038	160	85.3	10	1	0	0
2001	2001039	160	60.3	13	1	0	0
2001	2001040	160	111.3	8	1	0	0
2001	2001041	160	131.0	6	1	0	0
2001	2001042	160	142.5	12	1	0	0
2001	2001043	161	33.3	9	0	1	9
2001	2001044	161	34.3	10	1	0	0
2001	2001045	161	124.8	10	1	0	0
2001	2001046	161	107.1	-999.9	0	1	2
2001	2001047	161	56.2	-999.9	1	0	0
2001	2001048	161	108.2	13	1	0	0
2001	2001049	161	43.7	12	1	0	0
2001	2001050	161	42.6	10	1	0	0
2001	2001051	161	153.9	9	1	0	0
2001	2001052	161	83.2	11	1	0	0
2001	2001053	161	164.3	-999.9	1	0	0
2001	2001054	161	64.5	14	1	0	0
2001	2001055	161	17.7	10	1	0	0
2001	2001056	161	30.2	11	1	0	0
2001	2001057	161	65.5	10	0	1	7
2001	2001058	161	9.4	10	1	0	0
2001	2001059	161	58.2	14	1	0	0
2001	2001060	161	91.5	9	1	0	0
2001	2001061	161	129.0	13	1	0	0
2001	2001062	161	87.4	13	0	1	3
2001	2001063	161	101.9	9	1	0	0
2001	2001064	161	144.6	12	0	1	12
2001	2001065	161	120.6	8	1	0	0
2001	2001066	161	170.6	9	1	0	0
2001	2001067	161	146.6	11	1	0	0
2001	2001068	161	164.3	11	1	0	0
2001	2001069	161	74.9	13	1	0	0
2001	2001070	161	10.4	11	1	0	0
2001	2001071	161	93.6	16	1	0	0
2001	2001072	161	39.5	12	1	0	0
2001	2001073	161	82.2	10	1	0	0
2001	2001074	161	49.9	4	1	0	0
2001	2001075	161	56.2	7	1	0	0
2001	2001076	161	81.1	15	0	1	4
2001	2001077	162	51.0	9	1	0	0
2001	2001078	162	107.1	9	1	0	0
2001	2001079	162	80.1	12	1	0	0
2001	2001080	162	37.4	-999.9	0	1	9
2001	2001081	162	36.4	15	1	0	0
2001	2001082	162	62.4	9	1	0	0
2001	2001083	162	95.7	8	1	0	0
2001	2001084	162	107.1	15	1	0	0
2001	2001085	162	63.4	13	1	0	0
2001	2001086	162	35.4	11	1	0	0
2001	2001087	162	97.8	11	1	0	0
2001	2001088	163	8.3	14	1	0	0
2001	2001089	163	6.2	11	1	0	0
2001	2001090	163	39.5	11	1	0	0
2001	2001091	163	48.9	11	0	1	1
2001	2001092	163	23.9	13	1	0	0
2001	2001093	163	99.8	11	1	0	0
2001	2001094	163	46.8	10	1	0	0
2001	2001095	164	32.2	9	1	0	0
2001	2001096	164	114.4	9	1	0	0
2001	2001097	164	168.5	11	1	0	0
2001	2001098	164	9.4	9	0	0	0
2001	2001099	164	59.3	10	1	0	0
2001	2001100	164	60.3	11	1	0	0
2001	2001101	164	32.2	15	1	0	0
2001	2001102	164	33.3	13	1	0	0
2001	2001103	164	44.7	9	1	0	0
2001	2001104	165	47.8	9	1	0	0
2001	2001105	165	33.3	10	1	0	0
2001	2001106	165	62.4	9	1	0	0
2001	2001107	165	81.1	9	1	0	0
2001	2001108	165	37.4	12	1	0	0
2001	2001109	165	113.4	8	1	0	0
2001	2001110	166	-999.9	-999.9	1	0	0
2001	2001111	166	44.7	-999.9	1	0	0
2001	2001112	167	99.8	11	1	0	0
2001	2001113	167	34.3	10	1	0	0
2001	2001114	167	60.3	15	1	0	0
2001	2001115	167	117.5	11	1	0	0
2001	2001116	168	48.9	10	1	0	0
2001	2001117	169	27.0	8	1	0	0
2001	2001118	169	23.9	10	1	0	0
2001	2001121	170	99.8	14	1	0	0
2001	2001122	170	101.9	11	1	0	0
2001	2001123	171	63.4	7	1	0	0
2001	2001124	173	88.4	10	1	0	0
2001	2001125	171	22.9	4	1	0	0
2001	2001126	169	66.6	10	1	0	0
2001	2001127	169	74.9	10	1	0	0
2001	2001128	171	22.9	13	1	0	0
2001	2001129	172	66.6	10	1	0	0
2001	2001130	172	94.6	11	1	0	0
2001	2001131	172	7.3	10	1	0	0
2001	2001132	172	61.4	11	1	0	0
2001	2001133	172	6.2	9	1	0	0
2001	2001134	172	33.3	11	1	0	0
2001	2001135	173	-999.9	9	1	0	0
2001	2001136	-999.9	42.6	-999.9	1	0	0
2001	2001137	-999.9	127.9	-999.9	1	0	0
2001	2001138	173	99.8	13	0	1	7
2001	2001139	-999.9	59.3	-999.9	1	0	0
2001	2001140	-999.9	37.4	-999.9	1	0	0
2001	2001141	173	36.4	8	1	0	0
2001	2001142	173	85.3	13	1	0	0
2001	2001143	173	97.8	10	0	1	9
2001	2001144	-999.9	83.2	-999.9	1	0	0
2001	2001145	-999.9	79.0	-999.9	1	0	0
2001	2001146	-999.9	39.5	-999.9	1	0	0
2001	2001147	-999.9	169.5	-999.9	1	0	0
2001	2001148	-999.9	69.7	-999.9	1	0	0
2001	2001149	174	83.2	11	1	0	0
2001	2001150	174	40.6	8	1	0	0
2001	2001151	174	119.6	4	1	0	0
2001	2001152	174	25.0	13	1	0	0
2001	2001153	174	136.2	8	1	0	0
2001	2001154	175	110.2	8	1	0	0
